,Student,M1,T1,W1,TH1,F1,M2,T2,W2,TH2,F2,M3,T3,W3,TH3,F3,M4,T4,W4,TH4,F4,M5,T5,W5,TH5,F5,M6,T6,W6,TH6,F6,M7,T7,W7,TH7,F7
560,561,5,5,5,6,7,3,4,5,6,7,1,2,3,4,5,2,3,4,5,6,3,4,5,6,7,1,2,3,4,5,4,4,5,4,5
561,562,2,3,4,5,6,5,5,6,6,7,4,5,6,7,7,3,4,5,6,7,5,6,7,7,7,2,3,4,5,6,6,6,6,6,7
562,563,4,5,5,6,7,5,5,6,6,7,4,5,6,7,7,6,6,7,7,7,6,7,7,7,7,2,3,4,5,6,5,5,6,6,6
563,564,2,3,4,5,6,1,2,3,4,5,4,5,6,7,7,2,3,4,5,6,2,3,4,5,6,4,5,6,7,8,8,8,8,8,9
564,565,3,4,5,6,7,3,4,5,6,7,4,5,6,7,7,1,2,3,4,5,5,6,7,7,7,3,4,5,6,7,7,6,8,7,8
565,566,1,2,3,4,5,1,2,3,4,5,5,6,6,7,7,1,2,3,4,5,3,4,5,6,7,5,6,6,7,8,8,8,9,9,10
566,567,2,3,4,5,6,2,3,4,5,6,4,5,6,7,7,5,6,7,7,7,5,6,7,7,7,3,4,5,6,7,6,6,7,7,8
567,568,4,5,5,6,7,2,3,4,5,6,4,5,6,7,7,5,6,7,7,7,6,7,7,7,7,3,4,5,6,7,6,6,7,7,8
568,569,2,3,4,5,6,1,2,3,4,5,2,3,4,5,6,6,6,7,7,7,3,4,5,6,7,3,4,5,6,7,6,6,7,7,8
569,570,2,3,4,5,6,3,4,5,6,7,3,4,5,6,7,5,6,7,7,7,4,5,6,7,7,2,3,4,5,6,5,5,6,6,7
570,571,1,2,3,4,5,3,4,5,6,7,2,3,4,5,6,1,2,3,4,5,1,2,3,4,5,6,6,6,7,8,8,8,9,9,10
571,572,3,4,5,6,7,1,2,3,4,5,2,3,4,5,6,5,6,7,7,7,6,7,7,7,7,3,4,5,6,7,6,5,7,7,8
572,573,1,2,3,4,5,3,4,5,6,7,1,2,3,4,5,6,6,7,7,7,1,2,3,4,5,3,4,5,6,7,6,6,7,7,8
573,574,4,5,5,6,7,1,2,3,4,5,1,2,3,4,5,3,4,5,6,7,1,2,3,4,5,4,5,6,7,8,8,7,8,8,9
574,575,5,5,5,6,7,5,5,6,6,7,5,6,6,7,7,3,4,5,6,7,2,3,4,5,6,3,4,5,6,7,7,7,7,7,8
575,576,4,5,5,6,7,5,5,6,6,7,1,2,3,4,5,5,6,7,7,7,1,2,3,4,5,3,4,5,6,7,6,6,6,7,7
576,577,1,2,3,4,5,1,2,3,4,5,5,6,6,7,7,2,3,4,5,6,5,6,7,7,7,3,4,5,6,7,7,7,8,7,9
577,578,3,4,5,6,7,3,4,5,6,7,3,4,5,6,7,4,5,6,7,7,1,2,3,4,5,2,3,4,5,6,6,5,5,5,6
578,579,5,5,5,6,7,4,5,6,6,7,3,4,5,6,7,6,6,7,7,7,2,3,4,5,6,5,6,6,7,8,8,7,8,8,9
579,580,2,3,4,5,6,1,2,3,4,5,5,6,6,7,7,5,6,7,7,7,6,7,7,7,7,2,3,4,5,6,5,5,6,6,7
580,581,4,5,5,6,7,5,5,6,6,7,1,2,3,4,5,4,5,6,7,7,4,5,6,7,7,5,6,6,7,8,7,7,8,8,9
581,582,3,4,5,6,7,2,3,4,5,6,1,2,3,4,5,5,6,7,7,7,6,7,7,7,7,5,6,6,7,8,7,7,8,8,9
582,583,1,2,3,4,5,1,2,3,4,5,2,3,4,5,6,5,6,7,7,7,5,6,7,7,7,3,4,5,6,7,6,6,7,7,8
583,584,3,4,5,6,7,1,2,3,4,5,3,4,5,6,7,4,5,6,7,7,3,4,5,6,7,1,2,3,4,5,4,3,4,4,5
584,585,1,2,3,4,5,3,4,5,6,7,4,5,6,7,7,1,2,3,4,5,1,2,3,4,5,3,4,5,6,7,7,7,7,7,8
585,586,5,5,5,6,7,1,2,3,4,5,1,2,3,4,5,4,5,6,7,7,4,5,6,7,7,4,5,6,7,8,7,7,8,8,9
586,587,4,5,5,6,7,2,3,4,5,6,2,3,4,5,6,4,5,6,7,7,6,7,7,7,7,5,6,6,7,8,7,7,9,8,10
587,588,2,3,4,5,6,3,4,5,6,7,4,5,6,7,7,1,2,3,4,5,1,2,3,4,5,3,4,5,6,7,7,7,7,7,8
588,589,4,5,5,6,7,1,2,3,4,5,3,4,5,6,7,2,3,4,5,6,2,3,4,5,6,3,4,5,6,7,7,6,7,7,8
589,590,3,4,5,6,7,1,2,3,4,5,5,6,6,7,7,2,3,4,5,6,3,4,5,6,7,1,2,3,4,5,5,4,4,4,5
590,591,2,3,4,5,6,5,5,6,6,7,4,5,6,7,7,4,5,6,7,7,5,6,7,7,7,1,2,3,4,5,5,4,5,5,5
591,592,4,5,5,6,7,1,2,3,4,5,5,6,6,7,7,1,2,3,4,5,1,2,3,4,5,4,5,6,7,8,8,7,8,8,9
592,593,2,3,4,5,6,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,4,5,6,7,7,5,6,6,7,8,8,7,9,9,10
593,594,4,5,5,6,7,1,2,3,4,5,5,6,6,7,7,4,5,6,7,7,4,5,6,7,7,1,2,3,4,5,4,3,4,4,5
594,595,5,5,5,6,7,3,4,5,6,7,3,4,5,6,7,5,6,7,7,7,6,7,7,7,7,3,4,5,6,7,6,6,7,7,8
595,596,2,3,4,5,6,3,4,5,6,7,4,5,6,7,7,2,3,4,5,6,1,2,3,4,5,6,6,6,7,8,8,8,9,8,10
596,597,1,2,3,4,5,4,5,6,6,7,3,4,5,6,7,5,6,7,7,7,5,6,7,7,7,6,6,6,7,8,8,8,9,9,10
597,598,4,5,5,6,7,3,4,5,6,7,5,6,6,7,7,3,4,5,6,7,6,7,7,7,7,1,2,3,4,5,4,4,5,4,5
598,599,4,5,5,6,7,3,4,5,6,7,3,4,5,6,7,4,5,6,7,7,1,2,3,4,5,6,6,6,7,8,8,7,8,8,9
599,600,1,2,3,4,5,2,3,4,5,6,1,2,3,4,5,6,6,7,7,7,6,7,7,7,7,1,2,3,4,5,4,4,5,5,6
600,601,4,5,5,6,7,1,2,3,4,5,2,3,4,5,6,5,6,7,7,7,5,6,7,7,7,2,3,4,5,6,5,4,5,5,6
601,602,4,5,5,6,7,2,3,4,5,6,3,4,5,6,7,3,4,5,6,7,5,6,7,7,7,5,6,6,7,8,8,7,9,8,10
602,603,3,4,5,6,7,5,5,6,6,7,2,3,4,5,6,2,3,4,5,6,3,4,5,6,7,2,3,4,5,6,6,5,6,6,7
603,604,3,4,5,6,7,2,3,4,5,6,4,5,6,7,7,3,4,5,6,7,4,5,6,7,7,6,5,6,7,8,8,7,8,8,10
604,605,5,5,5,6,7,1,2,3,4,5,1,2,3,4,5,5,6,7,7,7,2,3,4,5,6,4,5,6,7,8,7,7,8,8,9
605,606,2,3,4,5,6,5,5,6,6,7,1,2,3,4,5,4,5,6,7,7,3,4,5,6,7,6,6,6,7,8,8,8,8,9,10
606,607,3,4,5,6,7,5,5,6,6,7,3,4,5,6,7,1,2,3,4,5,5,6,7,7,7,5,6,6,7,8,8,8,9,9,10
607,608,5,5,5,6,7,4,5,6,6,7,4,5,6,7,7,2,3,4,5,6,4,5,6,7,7,3,4,5,6,7,7,6,7,7,8
608,609,3,4,5,6,7,3,4,5,6,7,1,2,3,4,5,4,5,6,7,7,2,3,4,5,6,3,4,5,6,7,6,6,7,7,8
609,610,2,3,4,5,6,3,4,5,6,7,3,4,5,6,7,3,4,5,6,7,6,7,7,7,7,4,5,6,7,8,8,8,9,9,10
610,611,3,4,5,6,7,5,5,6,6,7,5,6,6,7,7,6,6,7,7,7,3,4,5,6,7,2,3,4,5,6,5,5,5,5,6
611,612,3,4,5,6,7,4,5,6,6,7,5,6,6,7,7,2,3,4,5,6,1,2,3,4,5,2,3,4,5,6,6,5,6,5,6
612,613,5,5,5,6,7,1,2,3,4,5,3,4,5,6,7,1,2,3,4,5,5,6,7,7,7,1,2,3,4,5,4,4,5,4,6
613,614,2,3,4,5,6,5,5,6,6,7,2,3,4,5,6,1,2,3,4,5,5,6,7,7,7,6,6,6,7,8,8,8,9,9,10
614,615,4,5,5,6,7,1,2,3,4,5,4,5,6,7,7,2,3,4,5,6,5,6,7,7,7,4,5,6,7,8,8,7,9,8,10
615,616,1,2,3,4,5,3,4,5,6,7,5,6,6,7,7,5,6,7,7,7,1,2,3,4,5,6,6,6,7,8,8,8,8,8,9
616,617,2,3,4,5,6,2,3,4,5,6,4,5,6,7,7,6,6,7,7,7,5,6,7,7,7,4,5,6,7,8,7,7,8,9,10
617,618,5,5,5,6,7,2,3,4,5,6,2,3,4,5,6,2,3,4,5,6,6,7,7,7,7,6,6,6,7,8,8,7,9,9,10
618,619,5,5,5,6,7,5,5,6,6,7,3,4,5,6,7,1,2,3,4,5,1,2,3,4,5,6,6,6,7,8,8,8,9,8,10
619,620,2,3,4,5,6,1,2,3,4,5,1,2,3,4,5,4,5,6,7,7,6,7,7,7,7,3,4,5,6,7,6,6,7,7,8
620,621,5,5,5,6,7,4,5,6,6,7,1,2,3,4,5,5,6,7,7,7,3,4,5,6,7,2,3,4,5,6,5,5,5,5,6
621,622,1,2,3,4,5,4,5,6,6,7,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,5,6,6,7,8,8,8,9,9,10
622,623,5,5,5,6,7,3,4,5,6,7,3,4,5,6,7,6,6,7,7,7,4,5,6,7,7,4,5,6,7,8,7,7,8,8,9
623,624,4,5,5,6,7,2,3,4,5,6,2,3,4,5,6,3,4,5,6,7,5,6,7,7,7,5,6,6,7,8,8,7,9,8,10
624,625,1,2,3,4,5,4,5,6,6,7,5,6,6,7,7,1,2,3,4,5,4,5,6,7,7,1,2,3,4,5,5,5,5,5,6
625,626,1,2,3,4,5,1,2,3,4,5,5,6,6,7,7,2,3,4,5,6,6,7,7,7,7,4,5,6,7,8,8,8,9,9,10
626,627,3,4,5,6,7,1,2,3,4,5,3,4,5,6,7,4,5,6,7,7,4,5,6,7,7,5,5,6,7,8,8,7,8,8,9
627,628,5,5,5,6,7,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,4,5,6,7,8,8,7,8,8,9
628,629,3,4,5,6,7,2,3,4,5,6,4,5,6,7,7,2,3,4,5,6,5,6,7,7,7,3,4,5,6,7,7,6,7,7,8
629,630,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,4,5,6,7,7,5,6,7,7,7,1,2,3,4,5,4,4,5,5,6
630,631,3,4,5,6,7,2,3,4,5,6,4,5,6,7,7,4,5,6,7,7,1,2,3,4,5,5,6,6,7,8,8,7,8,8,9
631,632,4,5,5,6,7,4,5,6,6,7,4,5,6,7,7,5,6,7,7,7,5,6,7,7,7,5,6,6,7,8,7,7,8,8,9
632,633,1,2,3,4,5,5,5,6,6,7,3,4,5,6,7,5,6,7,7,7,2,3,4,5,6,4,5,6,7,8,8,8,8,9,10
633,634,2,3,4,5,6,3,4,5,6,7,3,4,5,6,7,1,2,3,4,5,2,3,4,5,6,6,6,6,7,8,8,8,9,9,10
634,635,4,5,5,6,7,1,2,3,4,5,3,4,5,6,7,2,3,4,5,6,2,3,4,5,6,3,4,5,6,7,7,6,7,7,8
635,636,4,5,5,6,7,5,5,6,6,7,4,5,6,7,7,6,6,7,7,7,6,7,7,7,7,6,6,6,7,8,8,8,8,9,9
636,637,1,2,3,4,5,1,2,3,4,5,2,3,4,5,6,4,5,6,7,7,3,4,5,6,7,1,2,3,4,5,4,4,4,4,5
637,638,5,5,5,6,7,1,2,3,4,5,2,3,4,5,6,1,2,3,4,5,3,4,5,6,7,3,4,5,6,7,7,6,7,7,8
638,639,1,2,3,4,5,3,4,5,6,7,2,3,4,5,6,4,5,6,7,7,1,2,3,4,5,6,6,6,7,8,8,8,8,8,10
639,640,3,4,5,6,7,5,5,6,6,7,4,5,6,7,7,3,4,5,6,7,2,3,4,5,6,1,2,3,4,5,5,4,4,4,5
640,641,1,2,3,4,5,4,5,6,6,7,4,5,6,7,7,3,4,5,6,7,5,6,7,7,7,1,2,3,4,5,5,5,5,5,6
641,642,1,2,3,4,5,3,4,5,6,7,4,5,6,7,7,1,2,3,4,5,5,6,7,7,7,3,4,5,6,7,7,7,8,8,9
642,643,1,2,3,4,5,1,2,3,4,5,3,4,5,6,7,2,3,4,5,6,3,4,5,6,7,6,6,6,7,8,8,8,9,9,10
643,644,5,5,5,6,7,3,4,5,6,7,4,5,6,7,7,3,4,5,6,7,5,6,7,7,7,2,3,4,5,6,5,5,6,6,7
644,645,2,3,4,5,6,4,5,6,6,7,4,5,6,7,7,6,6,7,7,7,6,7,7,7,7,4,5,6,7,8,8,8,9,9,10
645,646,2,3,4,5,6,5,5,6,6,7,5,6,6,7,7,4,5,6,7,7,3,4,5,6,7,4,5,6,7,8,8,8,8,8,9
646,647,5,5,5,6,7,1,2,3,4,5,5,6,6,7,7,4,5,6,7,7,4,5,6,7,7,3,4,5,6,7,7,6,7,6,8
647,648,3,4,5,6,7,4,5,6,6,7,4,5,6,7,7,3,4,5,6,7,2,3,4,5,6,2,3,4,5,6,6,5,6,5,6
648,649,5,5,5,6,7,5,5,6,6,7,5,6,6,7,7,4,5,6,7,7,2,3,4,5,6,2,3,4,5,6,6,5,5,5,6
649,650,2,3,4,5,6,5,5,6,6,7,1,2,3,4,5,4,5,6,7,7,1,2,3,4,5,4,5,6,7,8,8,8,8,8,9
650,651,4,5,5,6,7,3,4,5,6,7,2,3,4,5,6,3,4,5,6,7,3,4,5,6,7,1,2,3,4,5,4,4,4,4,5
651,652,3,4,5,6,7,5,5,6,6,7,4,5,6,7,7,1,2,3,4,5,2,3,4,5,6,2,3,4,5,6,6,6,6,6,7
652,653,5,5,5,6,7,2,3,4,5,6,4,5,6,7,7,2,3,4,5,6,5,6,7,7,7,1,2,3,4,5,4,4,5,4,5
653,654,4,5,5,6,7,3,4,5,6,7,1,2,3,4,5,6,6,7,7,7,1,2,3,4,5,6,6,6,7,8,7,7,8,8,9
654,655,5,5,5,6,7,1,2,3,4,5,5,6,6,7,7,5,6,7,7,7,4,5,6,7,7,3,4,5,6,7,6,6,6,6,8
655,656,5,5,5,6,7,2,3,4,5,6,2,3,4,5,6,3,4,5,6,7,6,7,7,7,7,5,6,6,7,8,7,7,9,9,10
656,657,3,4,5,6,7,2,3,4,5,6,5,6,6,7,7,3,4,5,6,7,4,5,6,7,7,2,3,4,5,6,6,5,6,5,6
657,658,1,2,3,4,5,5,5,6,6,7,2,3,4,5,6,4,5,6,7,7,5,6,7,7,7,1,2,3,4,5,4,4,5,5,6
658,659,5,5,5,6,7,3,4,5,6,7,2,3,4,5,6,5,6,7,7,7,6,7,7,7,7,2,3,4,5,6,5,4,6,6,6
659,660,5,5,5,6,7,2,3,4,5,6,3,4,5,6,7,3,4,5,6,7,3,4,5,6,7,3,4,5,6,7,7,6,7,7,8
660,661,1,2,3,4,5,3,4,5,6,7,2,3,4,5,6,1,2,3,4,5,2,3,4,5,6,5,6,6,7,8,8,8,9,9,10
661,662,1,2,3,4,5,4,5,6,6,7,4,5,6,7,7,4,5,6,7,7,1,2,3,4,5,4,5,6,7,8,8,8,8,8,9
662,663,2,3,4,5,6,2,3,4,5,6,2,3,4,5,6,2,3,4,5,6,3,4,5,6,7,4,5,6,7,8,8,7,9,8,10
663,664,1,2,3,4,5,2,3,4,5,6,1,2,3,4,5,3,4,5,6,7,1,2,3,4,5,2,3,4,5,6,6,5,6,6,7
664,665,3,4,5,6,7,2,3,4,5,6,3,4,5,6,7,2,3,4,5,6,5,6,7,7,7,5,6,6,7,8,8,7,9,9,10
665,666,5,5,5,6,7,4,5,6,6,7,4,5,6,7,7,3,4,5,6,7,5,6,7,7,7,6,6,6,7,8,8,8,9,9,10
666,667,3,4,5,6,7,2,3,4,5,6,1,2,3,4,5,4,5,6,7,7,6,7,7,7,7,3,4,5,6,7,6,6,7,7,8
667,668,3,4,5,6,7,3,4,5,6,7,3,4,5,6,7,6,6,7,7,7,2,3,4,5,6,1,2,3,4,5,4,3,4,4,5
668,669,5,5,5,6,7,5,5,6,6,7,1,2,3,4,5,3,4,5,6,7,3,4,5,6,7,5,6,6,7,8,8,8,8,8,9
669,670,2,3,4,5,6,4,5,6,6,7,4,5,6,7,7,4,5,6,7,7,2,3,4,5,6,3,4,5,6,7,7,7,7,7,8
670,671,3,4,5,6,7,1,2,3,4,5,5,6,6,7,7,3,4,5,6,7,3,4,5,6,7,3,4,5,6,7,7,6,7,6,8
671,672,5,5,5,6,7,2,3,4,5,6,5,6,6,7,7,4,5,6,7,7,5,6,7,7,7,6,6,6,7,8,8,7,8,8,9
672,673,4,5,5,6,7,5,5,6,6,7,4,5,6,7,7,1,2,3,4,5,5,6,7,7,7,5,6,6,7,8,8,8,9,9,10
673,674,1,2,3,4,5,5,5,6,6,7,2,3,4,5,6,4,5,6,7,7,4,5,6,7,7,6,6,6,7,8,8,8,9,9,10
674,675,1,2,3,4,5,1,2,3,4,5,4,5,6,7,7,4,5,6,7,7,3,4,5,6,7,3,4,5,6,7,7,6,7,7,8
675,676,2,3,4,5,6,2,3,4,5,6,3,4,5,6,7,5,6,7,7,7,5,6,7,7,7,3,4,5,6,7,6,6,7,7,8
676,677,2,3,4,5,6,4,5,6,6,7,5,6,6,7,7,6,6,7,7,7,6,7,7,7,7,2,3,4,5,6,5,5,6,6,7
677,678,4,5,5,6,7,3,4,5,6,7,2,3,4,5,6,1,2,3,4,5,3,4,5,6,7,4,5,6,7,8,8,7,9,8,10
678,679,3,4,5,6,7,4,5,6,6,7,5,6,6,7,7,5,6,7,7,7,3,4,5,6,7,4,5,6,7,8,8,7,8,8,9
679,680,2,3,4,5,6,4,5,6,6,7,2,3,4,5,6,5,6,7,7,7,1,2,3,4,5,6,6,6,7,8,8,8,8,8,9
680,681,4,5,5,6,7,2,3,4,5,6,1,2,3,4,5,1,2,3,4,5,6,7,7,7,7,4,5,6,7,8,7,7,9,9,10
681,682,1,2,3,4,5,5,5,6,6,7,5,6,6,7,7,6,6,7,7,7,1,2,3,4,5,4,5,6,7,8,8,8,8,8,9
682,683,2,3,4,5,6,1,2,3,4,5,5,6,6,7,7,1,2,3,4,5,3,4,5,6,7,6,6,6,7,8,8,8,9,8,10
683,684,5,5,5,6,7,3,4,5,6,7,3,4,5,6,7,6,6,7,7,7,3,4,5,6,7,5,6,6,7,8,7,7,8,8,9
684,685,5,5,5,6,7,4,5,6,6,7,4,5,6,7,7,4,5,6,7,7,5,6,7,7,7,5,6,6,7,8,8,7,8,8,9
685,686,1,2,3,4,5,2,3,4,5,6,4,5,6,7,7,3,4,5,6,7,5,6,7,7,7,3,4,5,6,7,7,7,8,7,9
686,687,2,3,4,5,6,3,4,5,6,7,5,6,6,7,7,6,6,7,7,7,5,6,7,7,7,1,2,3,4,5,4,4,4,4,5
687,688,5,5,5,6,7,2,3,4,5,6,1,2,3,4,5,5,6,7,7,7,4,5,6,7,7,2,3,4,5,6,5,4,5,5,6
688,689,1,2,3,4,5,2,3,4,5,6,5,6,6,7,7,5,6,7,7,7,5,6,7,7,7,5,6,6,7,8,8,8,8,9,10
689,690,3,4,5,6,7,3,4,5,6,7,3,4,5,6,7,3,4,5,6,7,6,7,7,7,7,3,4,5,6,7,7,6,8,7,8
690,691,2,3,4,5,6,3,4,5,6,7,3,4,5,6,7,3,4,5,6,7,2,3,4,5,6,6,6,6,7,8,8,8,9,8,10
691,692,2,3,4,5,6,4,5,6,6,7,4,5,6,7,7,2,3,4,5,6,4,5,6,7,7,1,2,3,4,5,5,4,5,5,5
692,693,3,4,5,6,7,1,2,3,4,5,2,3,4,5,6,6,6,7,7,7,6,7,7,7,7,4,5,6,7,8,7,7,8,8,9
693,694,3,4,5,6,7,4,5,6,6,7,4,5,6,7,7,2,3,4,5,6,6,7,7,7,7,4,5,6,7,8,8,8,9,9,10
694,695,2,3,4,5,6,5,5,6,6,7,2,3,4,5,6,3,4,5,6,7,4,5,6,7,7,1,2,3,4,5,4,4,5,5,5
695,696,4,5,5,6,7,2,3,4,5,6,1,2,3,4,5,4,5,6,7,7,1,2,3,4,5,4,5,6,7,8,7,7,8,8,9
696,697,1,2,3,4,5,5,5,6,6,7,3,4,5,6,7,4,5,6,7,7,2,3,4,5,6,3,4,5,6,7,7,7,7,7,8
697,698,1,2,3,4,5,1,2,3,4,5,3,4,5,6,7,5,6,7,7,7,2,3,4,5,6,5,6,6,7,8,8,7,8,8,10
698,699,5,5,5,6,7,2,3,4,5,6,1,2,3,4,5,3,4,5,6,7,4,5,6,7,7,3,4,5,6,7,6,6,7,7,8
699,700,3,4,5,6,7,5,5,6,6,7,3,4,5,6,7,6,6,7,7,7,1,2,3,4,5,6,6,6,7,8,8,8,8,8,9
700,701,4,5,5,6,7,1,2,3,4,5,1,2,3,4,5,5,6,7,7,7,5,6,7,7,7,2,3,4,5,6,5,4,5,5,6
701,702,5,5,5,6,7,5,5,6,6,7,4,5,6,7,7,2,3,4,5,6,1,2,3,4,5,1,2,3,4,5,5,4,4,4,5
702,703,5,5,5,6,7,1,2,3,4,5,5,6,6,7,7,5,6,7,7,7,5,6,7,7,7,2,3,4,5,6,5,4,5,5,6
703,704,3,4,5,6,7,5,5,6,6,7,5,6,6,7,7,5,6,7,7,7,4,5,6,7,7,5,5,6,7,8,8,8,8,8,9
704,705,4,5,5,6,7,3,4,5,6,7,2,3,4,5,6,4,5,6,7,7,1,2,3,4,5,6,6,6,7,8,8,7,8,8,9
705,706,2,3,4,5,6,3,4,5,6,7,5,6,6,7,7,5,6,7,7,7,6,7,7,7,7,2,3,4,5,6,5,5,6,6,7
706,707,5,5,5,6,7,3,4,5,6,7,1,2,3,4,5,6,6,7,7,7,3,4,5,6,7,5,6,6,7,8,7,7,8,8,9
707,708,2,3,4,5,6,2,3,4,5,6,5,6,6,7,7,5,6,7,7,7,6,7,7,7,7,3,4,5,6,7,6,6,7,7,8
708,709,4,5,5,6,7,3,4,5,6,7,2,3,4,5,6,4,5,6,7,7,2,3,4,5,6,2,3,4,5,6,5,5,5,5,6
709,710,3,4,5,6,7,4,5,6,6,7,5,6,6,7,7,2,3,4,5,6,3,4,5,6,7,2,3,4,5,6,6,5,6,6,6
710,711,5,5,5,6,7,2,3,4,5,6,5,6,6,7,7,6,6,7,7,7,4,5,6,7,7,2,3,4,5,6,5,5,5,5,6
711,712,2,3,4,5,6,4,5,6,6,7,3,4,5,6,7,6,6,7,7,7,1,2,3,4,5,6,6,6,7,8,8,8,8,8,9
712,713,1,2,3,4,5,3,4,5,6,7,3,4,5,6,7,6,6,7,7,7,5,6,7,7,7,1,2,3,4,5,4,4,5,5,6
713,714,4,5,5,6,7,3,4,5,6,7,4,5,6,7,7,5,6,7,7,7,4,5,6,7,7,4,5,6,7,8,7,7,8,8,9
714,715,2,3,4,5,6,4,5,6,6,7,3,4,5,6,7,5,6,7,7,7,2,3,4,5,6,1,2,3,4,5,4,4,4,4,5
715,716,1,2,3,4,5,5,5,6,6,7,1,2,3,4,5,4,5,6,7,7,4,5,6,7,7,4,5,6,7,8,8,8,8,9,10
716,717,1,2,3,4,5,4,5,6,6,7,4,5,6,7,7,6,6,7,7,7,2,3,4,5,6,5,6,6,7,8,8,8,8,9,9
717,718,5,5,5,6,7,2,3,4,5,6,4,5,6,7,7,4,5,6,7,7,2,3,4,5,6,3,4,5,6,7,7,6,7,6,7
718,719,4,5,5,6,7,3,4,5,6,7,3,4,5,6,7,4,5,6,7,7,6,7,7,7,7,6,6,6,7,8,8,7,9,9,10
719,720,5,5,5,6,7,4,5,6,6,7,2,3,4,5,6,2,3,4,5,6,4,5,6,7,7,5,6,6,7,8,8,8,9,9,10
720,721,5,5,5,6,7,2,3,4,5,6,2,3,4,5,6,3,4,5,6,7,2,3,4,5,6,4,5,6,7,8,8,7,8,8,9
721,722,3,4,5,6,7,1,2,3,4,5,2,3,4,5,6,5,6,7,7,7,3,4,5,6,7,4,5,6,7,8,7,7,8,8,9
722,723,4,5,5,6,7,5,5,6,6,7,3,4,5,6,7,5,6,7,7,7,6,7,7,7,7,4,5,6,7,8,7,7,8,9,9
723,724,4,5,5,6,7,5,5,6,6,7,5,6,6,7,7,2,3,4,5,6,2,3,4,5,6,1,2,3,4,5,5,4,4,4,5
724,725,4,5,5,6,7,2,3,4,5,6,2,3,4,5,6,3,4,5,6,7,5,6,7,7,7,4,5,6,7,8,7,7,9,8,10
725,726,3,4,5,6,7,5,5,6,6,7,2,3,4,5,6,4,5,6,7,7,4,5,6,7,7,5,5,6,7,8,8,8,8,8,9
726,727,3,4,5,6,7,3,4,5,6,7,2,3,4,5,6,2,3,4,5,6,3,4,5,6,7,3,4,5,6,7,7,6,7,7,8
727,728,4,5,5,6,7,4,5,6,6,7,2,3,4,5,6,6,6,7,7,7,1,2,3,4,5,6,6,6,7,8,7,7,8,8,9
728,729,1,2,3,4,5,4,5,6,6,7,3,4,5,6,7,4,5,6,7,7,2,3,4,5,6,3,4,5,6,7,7,7,7,7,8
729,730,1,2,3,4,5,4,5,6,6,7,1,2,3,4,5,3,4,5,6,7,3,4,5,6,7,6,6,6,7,8,8,8,9,9,10
730,731,4,5,5,6,7,5,5,6,6,7,5,6,6,7,7,4,5,6,7,7,4,5,6,7,7,6,6,6,7,8,8,8,8,8,9
731,732,3,4,5,6,7,3,4,5,6,7,5,6,6,7,7,3,4,5,6,7,4,5,6,7,7,4,5,6,7,8,8,7,8,8,9
732,733,2,3,4,5,6,1,2,3,4,5,3,4,5,6,7,3,4,5,6,7,4,5,6,7,7,1,2,3,4,5,5,4,5,4,5
733,734,2,3,4,5,6,1,2,3,4,5,1,2,3,4,5,4,5,6,7,7,6,7,7,7,7,2,3,4,5,6,5,5,6,6,7
734,735,3,4,5,6,7,5,5,6,6,7,5,6,6,7,7,3,4,5,6,7,1,2,3,4,5,4,5,6,7,8,8,8,8,8,9
735,736,2,3,4,5,6,5,5,6,6,7,4,5,6,7,7,6,6,7,7,7,4,5,6,7,7,4,5,6,7,8,8,8,8,9,9
736,737,1,2,3,4,5,5,5,6,6,7,4,5,6,7,7,3,4,5,6,7,6,7,7,7,7,6,6,6,7,8,8,8,9,9,10
737,738,4,5,5,6,7,1,2,3,4,5,5,6,6,7,7,2,3,4,5,6,2,3,4,5,6,1,2,3,4,5,5,4,4,4,5
738,739,4,5,5,6,7,3,4,5,6,7,2,3,4,5,6,3,4,5,6,7,6,7,7,7,7,1,2,3,4,5,4,4,5,4,5
739,740,3,4,5,6,7,2,3,4,5,6,5,6,6,7,7,4,5,6,7,7,1,2,3,4,5,2,3,4,5,6,6,5,5,5,6
740,741,1,2,3,4,5,1,2,3,4,5,4,5,6,7,7,2,3,4,5,6,5,6,7,7,7,2,3,4,5,6,6,5,6,6,7
741,742,2,3,4,5,6,3,4,5,6,7,2,3,4,5,6,1,2,3,4,5,2,3,4,5,6,3,4,5,6,7,7,6,7,7,8
742,743,2,3,4,5,6,2,3,4,5,6,4,5,6,7,7,3,4,5,6,7,6,7,7,7,7,4,5,6,7,8,8,8,9,9,10
743,744,2,3,4,5,6,5,5,6,6,7,5,6,6,7,7,3,4,5,6,7,1,2,3,4,5,1,2,3,4,5,5,5,4,4,5
744,745,4,5,5,6,7,3,4,5,6,7,1,2,3,4,5,4,5,6,7,7,1,2,3,4,5,3,4,5,6,7,6,6,6,6,8
745,746,4,5,5,6,7,1,2,3,4,5,2,3,4,5,6,3,4,5,6,7,6,7,7,7,7,2,3,4,5,6,5,5,6,6,7
746,747,2,3,4,5,6,4,5,6,6,7,2,3,4,5,6,3,4,5,6,7,4,5,6,7,7,3,4,5,6,7,7,7,7,7,8
